代码,行业板块,Nasdaq板块,细分行业,数据源,分类快照UTC
GDYN,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GECC,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GEG,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GEHC,医疗保健,Health Care,Medical Electronics,Nasdaq screener download,2026-08-09T14:32:06+00:00
GELS,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GEMI,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GEN,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GENB,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GENK,非必需消费,Consumer Discretionary,Restaurants,Nasdaq screener download,2026-08-09T14:32:06+00:00
GEOS,工业,Industrials,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
GERN,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GEVO,工业,Industrials,Major Chemicals,Nasdaq screener download,2026-08-09T14:32:06+00:00
GFAI,非必需消费,Consumer Discretionary,Diversified Commercial Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GFS,信息技术,Technology,Semiconductors,Nasdaq screener download,2026-08-09T14:32:06+00:00
GGR,工业,Industrials,Auto Manufacturing,Nasdaq screener download,2026-08-09T14:32:06+00:00
GGRP,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GH,医疗保健,Health Care,Medical Specialities,Nasdaq screener download,2026-08-09T14:32:06+00:00
GHRS,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GIBO,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GIFT,非必需消费,Consumer Discretionary,Catalog/Specialty Distribution,Nasdaq screener download,2026-08-09T14:32:06+00:00
GIGM,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
GIII,非必需消费,Consumer Discretionary,Apparel,Nasdaq screener download,2026-08-09T14:32:06+00:00
GILD,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
GILT,信息技术,Technology,Radio And Television Broadcasting And Communications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
GIPR,房地产,Real Estate,Real Estate Investment Trusts,Nasdaq screener download,2026-08-09T14:32:06+00:00
GITS,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
GIW,金融,Finance,Blank Checks,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLAD,非必需消费,Consumer Discretionary,Textiles,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLBE,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLBS,非必需消费,Consumer Discretionary,Marine Transportation,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLE,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLIBA,通信服务,Telecommunications,Cable & Other Pay Television Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLIBK,通信服务,Telecommunications,Cable & Other Pay Television Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLMD,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLND,能源,Energy,Oil & Gas Production,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLOO,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLPI,房地产,Real Estate,Real Estate Investment Trusts,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLRE,金融,Finance,Property-Casualty Insurers,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLSI,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLUE,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
GLXG,工业,Industrials,Diversified Commercial Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GLXY,金融,Finance,Investment Bankers/Brokers/Service,Nasdaq screener download,2026-08-09T14:32:06+00:00
GMEX,非必需消费,Consumer Discretionary,Recreational Games/Products/Toys,Nasdaq screener download,2026-08-09T14:32:06+00:00
GMHS,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GMM,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
GNLN,非必需消费,Consumer Discretionary,Durable Goods,Nasdaq screener download,2026-08-09T14:32:06+00:00
GNLX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GNPX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GNSS,必需消费,Consumer Staples,Consumer Electronics/Appliances,Nasdaq screener download,2026-08-09T14:32:06+00:00
GNTX,非必需消费,Consumer Discretionary,Auto Parts:O.E.M.,Nasdaq screener download,2026-08-09T14:32:06+00:00
GO,必需消费,Consumer Staples,Food Chains,Nasdaq screener download,2026-08-09T14:32:06+00:00
GOAI,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
GOGO,非必需消费,Consumer Discretionary,Telecommunications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
GOOGL,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
GOSS,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GOVX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GPRE,工业,Industrials,Major Chemicals,Nasdaq screener download,2026-08-09T14:32:06+00:00
GPRO,非必需消费,Consumer Discretionary,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRAB,非必需消费,Consumer Discretionary,Business Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRAL,医疗保健,Health Care,Medical Specialities,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRAN,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRCE,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRDX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRI,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRML,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
GRNQ,非必需消费,Consumer Discretionary,Professional Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GROW,金融,Finance,Investment Managers,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRPN,非必需消费,Consumer Discretionary,Advertising,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRRR,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GRWG,非必需消费,Consumer Discretionary,RETAIL: Building Materials,Nasdaq screener download,2026-08-09T14:32:06+00:00
GSAT,非必需消费,Consumer Discretionary,Telecommunications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
GSBC,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
GSHD,金融,Finance,Specialty Insurers,Nasdaq screener download,2026-08-09T14:32:06+00:00
GSIT,信息技术,Technology,Semiconductors,Nasdaq screener download,2026-08-09T14:32:06+00:00
GSIW,金融,Finance,Investment Bankers/Brokers/Service,Nasdaq screener download,2026-08-09T14:32:06+00:00
GSM,原材料,Basic Materials,Metal Mining,Nasdaq screener download,2026-08-09T14:32:06+00:00
GSRV,金融,Finance,Blank Checks,Nasdaq screener download,2026-08-09T14:32:06+00:00
GSUN,房地产,Real Estate,Other Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
GT,非必需消费,Consumer Discretionary,Automotive Aftermarket,Nasdaq screener download,2026-08-09T14:32:06+00:00
GTBP,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GTEC,工业,Industrials,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
GTERA,金融,Finance,Blank Checks,Nasdaq screener download,2026-08-09T14:32:06+00:00
GTIM,非必需消费,Consumer Discretionary,Restaurants,Nasdaq screener download,2026-08-09T14:32:06+00:00
GTLB,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GTM,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GTX,非必需消费,Consumer Discretionary,Auto Parts:O.E.M.,Nasdaq screener download,2026-08-09T14:32:06+00:00
GUAC,金融,Finance,Blank Checks,Nasdaq screener download,2026-08-09T14:32:06+00:00
GURE,工业,Industrials,Major Chemicals,Nasdaq screener download,2026-08-09T14:32:06+00:00
GUTS,医疗保健,Health Care,Medical/Dental Instruments,Nasdaq screener download,2026-08-09T14:32:06+00:00
GVH,工业,Industrials,Integrated Freight & Logistics,Nasdaq screener download,2026-08-09T14:32:06+00:00
GWAV,工业,Industrials,Metal Fabrications,Nasdaq screener download,2026-08-09T14:32:06+00:00
GWRS,公用事业,Utilities,Water Supply,Nasdaq screener download,2026-08-09T14:32:06+00:00
GXAI,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
GYRE,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
GYRO,房地产,Real Estate,Building operators,Nasdaq screener download,2026-08-09T14:32:06+00:00
HAFC,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HAIN,必需消费,Consumer Staples,Packaged Foods,Nasdaq screener download,2026-08-09T14:32:06+00:00
HALO,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
HAO,非必需消费,Consumer Discretionary,Advertising,Nasdaq screener download,2026-08-09T14:32:06+00:00
HAPN,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
HAS,非必需消费,Consumer Discretionary,Recreational Games/Products/Toys,Nasdaq screener download,2026-08-09T14:32:06+00:00
HBAN,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HBCP,金融,Finance,Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HBIO,工业,Industrials,Biotechnology: Laboratory Analytical Instruments,Nasdaq screener download,2026-08-09T14:32:06+00:00
HBNB,非必需消费,Consumer Discretionary,Hotels/Resorts,Nasdaq screener download,2026-08-09T14:32:06+00:00
HBNC,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HBT,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HCAC,非必需消费,Consumer Discretionary,Auto Parts:O.E.M.,Nasdaq screener download,2026-08-09T14:32:06+00:00
HCAI,非必需消费,Consumer Discretionary,Miscellaneous manufacturing industries,Nasdaq screener download,2026-08-09T14:32:06+00:00
HCAT,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
HCKT,非必需消费,Consumer Discretionary,Professional Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
HCSG,医疗保健,Health Care,Hospital/Nursing Management,Nasdaq screener download,2026-08-09T14:32:06+00:00
HCTI,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
HCWB,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
HDRN,公用事业,Utilities,Electric Utilities: Central,Nasdaq screener download,2026-08-09T14:32:06+00:00
HDSN,非必需消费,Consumer Discretionary,Industrial Specialties,Nasdaq screener download,2026-08-09T14:32:06+00:00
HELE,非必需消费,Consumer Discretionary,Home Furnishings,Nasdaq screener download,2026-08-09T14:32:06+00:00
HELP,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
HFBL,金融,Finance,Savings Institutions,Nasdaq screener download,2026-08-09T14:32:06+00:00
HFFG,非必需消费,Consumer Discretionary,Food Distributors,Nasdaq screener download,2026-08-09T14:32:06+00:00
HFWA,金融,Finance,Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HGBL,非必需消费,Consumer Discretionary,Business Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
HHS,非必需消费,Consumer Discretionary,Advertising,Nasdaq screener download,2026-08-09T14:32:06+00:00
HIFS,金融,Finance,Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HIHO,工业,Industrials,Metal Fabrications,Nasdaq screener download,2026-08-09T14:32:06+00:00
HIND,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
HIT,金融,Finance,Specialty Insurers,Nasdaq screener download,2026-08-09T14:32:06+00:00
HKPD,医疗保健,Health Care,Other Pharmaceuticals,Nasdaq screener download,2026-08-09T14:32:06+00:00
HLIT,信息技术,Technology,Radio And Television Broadcasting And Communications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
HLMN,非必需消费,Consumer Discretionary,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
HLNE,金融,Finance,Investment Managers,Nasdaq screener download,2026-08-09T14:32:06+00:00
HLP,工业,Industrials,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
HMH,非必需消费,Consumer Discretionary,Oil and Gas Field Machinery,Nasdaq screener download,2026-08-09T14:32:06+00:00
HMR,非必需消费,Consumer Discretionary,Marine Transportation,Nasdaq screener download,2026-08-09T14:32:06+00:00
HNNA,金融,Finance,Investment Managers,Nasdaq screener download,2026-08-09T14:32:06+00:00
HNRG,公用事业,Utilities,Electric Utilities: Central,Nasdaq screener download,2026-08-09T14:32:06+00:00
HNST,非必需消费,Consumer Discretionary,Catalog/Specialty Distribution,Nasdaq screener download,2026-08-09T14:32:06+00:00
HNVR,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HODO,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
HOFT,非必需消费,Consumer Discretionary,Home Furnishings,Nasdaq screener download,2026-08-09T14:32:06+00:00
HOLO,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
HON,工业,Industrials,Aerospace,Nasdaq screener download,2026-08-09T14:32:06+00:00
HONA,工业,Industrials,Aerospace,Nasdaq screener download,2026-08-09T14:32:06+00:00
HOOD,金融,Finance,Investment Bankers/Brokers/Service,Nasdaq screener download,2026-08-09T14:32:06+00:00
HOPE,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
HOUR,非必需消费,Consumer Discretionary,Catalog/Specialty Distribution,Nasdaq screener download,2026-08-09T14:32:06+00:00
HOWL,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
HPAI,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
HPK,能源,Energy,Oil & Gas Production,Nasdaq screener download,2026-08-09T14:32:06+00:00
HQ,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
HQI,非必需消费,Consumer Discretionary,Professional Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
HQY,非必需消费,Consumer Discretionary,Business Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
HRMY,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
HROW,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
HRTX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
HRZN,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
